[CONTENT]
1 | count=187
ai_wants_to_be_overlord | count=9
ai_wants_to_be_overlord/add | count=8
ai_wants_to_be_overlord/add/value | count=8
ai_wants_to_be_overlord/add/value/every_country_with_coalition_grade_antagonism_against_us | count=8
ai_wants_to_be_overlord/every_country_with_coalition_grade_antagonism_against_us | count=1
ai_wants_to_be_overlord/every_country_with_coalition_grade_antagonism_against_us/add | count=1
ai_weight | count=7
ai_weight/if/limit/root | count=4
ai_will_do | count=483
ai_will_do/add | count=347
ai_will_do/add/add | count=7
ai_will_do/add/add/value | count=6
ai_will_do/add/every_current_avatars | count=1
ai_will_do/add/every_international_organization_member | count=1
ai_will_do/add/every_international_organization_member/else | count=1
ai_will_do/add/every_international_organization_member/if | count=1
ai_will_do/add/if | count=111
ai_will_do/add/if/add | count=3
ai_will_do/add/if/if | count=1
ai_will_do/add/if/limit | count=100
ai_will_do/add/if/religion_percentage_in_country | count=1
ai_will_do/add/multiply | count=1
ai_will_do/add/multiply/add | count=1
ai_will_do/add/resolution_proposer | count=2
ai_will_do/add/trigger_else | count=1
ai_will_do/add/trigger_else/not | count=1
ai_will_do/add/trigger_else/ruler | count=1
ai_will_do/add/value | count=22
ai_will_do/add/value/add | count=1
ai_will_do/add/value/if | count=1
ai_will_do/add/value/subtract | count=1
ai_will_do/else | count=6
ai_will_do/else/add | count=1
ai_will_do/else/if | count=1
ai_will_do/else/if/limit | count=1
ai_will_do/else/value | count=1
ai_will_do/else_if | count=6
ai_will_do/else_if/add | count=2
ai_will_do/else_if/limit | count=6
ai_will_do/else_if/limit/any_accepted_culture | count=1
ai_will_do/every_current_war | count=1
ai_will_do/every_current_war/if | count=1
ai_will_do/every_current_war/if/add | count=1
ai_will_do/every_current_war/if/limit | count=1
ai_will_do/every_location_in_province | count=1
ai_will_do/every_owned_non_rural_location | count=1
ai_will_do/every_owned_non_rural_location/add | count=1
ai_will_do/every_owned_non_rural_location/limit | count=1
ai_will_do/every_owned_non_rural_location/limit/disease_presence | count=1
ai_will_do/every_rebel | count=1
ai_will_do/if | count=185
ai_will_do/if/add | count=21
ai_will_do/if/add/every_goods | count=1
ai_will_do/if/add/if | count=2
ai_will_do/if/add/value | count=1
ai_will_do/if/and | count=2
ai_will_do/if/else_if | count=3
ai_will_do/if/else_if/add | count=3
ai_will_do/if/else_if/limit | count=3
ai_will_do/if/if | count=13
ai_will_do/if/if/add | count=1
ai_will_do/if/if/limit | count=9
ai_will_do/if/if/multiply | count=2
ai_will_do/if/limit | count=117
ai_will_do/if/limit/and | count=2
ai_will_do/if/limit/any_cabinet | count=1
ai_will_do/if/limit/any_character | count=1
ai_will_do/if/limit/any_country_with_capital_in_geography | count=1
ai_will_do/if/limit/any_current_war | count=2
ai_will_do/if/limit/any_location_in_province | count=1
ai_will_do/if/limit/attacker_leader | count=1
ai_will_do/if/limit/can_do_generic_action | count=1
ai_will_do/if/limit/nor | count=1
ai_will_do/if/limit/not | count=2
ai_will_do/if/limit/or | count=9
ai_will_do/if/limit/save_temporary_scope_value_as | count=1
ai_will_do/if/multiply | count=1
ai_will_do/if/multiply/value | count=1
ai_will_do/if/not | count=1
ai_will_do/if/save_temporary_scope_value_as | count=1
ai_will_do/if/save_temporary_scope_value_as/value | count=1
ai_will_do/if/subtract | count=1
ai_will_do/multiply | count=3
ai_will_do/multiply/if | count=1
ai_will_do/multiply/value | count=1
ai_will_do/not | count=1
ai_will_do/overlord | count=1
ai_will_do/overlord/subtract | count=1
ai_will_do/save_temporary_value_as | count=1
ai_will_do/subtract | count=42
ai_will_do/subtract/every_subject | count=1
ai_will_do/subtract/if | count=4
ai_will_do/subtract/if/limit | count=4
ai_will_do/subtract/multiply | count=2
ai_will_do/value | count=4
ai_will_do/value/if | count=1
ai_will_do/value/if/limit | count=2
ai_will_do/value/value | count=1
ai_will_do/value/value/add | count=1
ai_will_do/value/value/divide | count=2
ai_will_revoke | count=1
ai_will_revoke/add | count=1
ai_will_revoke/if | count=1
ai_will_revoke/if/limit | count=1
ai_will_revoke/if/limit/or | count=1
ai_will_select | count=12
ai_will_select/add | count=5
ai_will_select/add/multiply | count=1
ai_will_select/add/multiply/subtract | count=1
ai_will_select/add/value | count=1
ai_will_select/add/value/every_region | count=1
ai_will_select/every_province_in_area | count=3
ai_will_select/if | count=4
ai_will_select/if/limit | count=2
aia_f | count=1
aia_f/potential | count=1
aid_colonial_war | count=2
aid_colonial_war/potential | count=1
aid_colonial_war_cost_modifier | count=2
aid_colonial_war_cost_modifier/game_data | count=1
aid_constantinople | count=1
aid_constantinople/potential | count=1
aikana_culture | count=1
aikana_group | count=1
aikana_language | count=1
aikana_language/dynasty_names | count=1
aikana_language/female_names | count=1
aikana_language/lowborn | count=1
aikana_language/male_names | count=1
aim | count=1
aimara_culture | count=1
aingae_group | count=1
aingae_language | count=1
aingae_language/dynasty_names | count=1
aingae_language/female_names | count=1
aingae_language/lowborn | count=1
aingae_language/male_names | count=1
ainu_01 | count=1
ainu_01/female | count=1
ainu_01/female/decal | count=1
ainu_01/female/decal/alpha_curve | count=1
ainu_01/female/decal/blend_modes | count=1
ainu_01/female/decal/textures | count=1
ainu_02 | count=1
ainu_02/female | count=1
ainu_02/female/decal | count=1
ainu_02/female/decal/alpha_curve | count=1
ainu_02/female/decal/blend_modes | count=1
ainu_02/female/decal/textures | count=1
ainu_beards | count=1
ainu_beards/dna_modifiers | count=1
ainu_beards/dna_modifiers/accessory | count=1
ainu_culture | count=1
ainu_gfx | count=1
ainu_gfx/ethnicities | count=1
ainu_hair | count=1
ainu_hair/female | count=1
ainu_hair/male | count=1
ainu_language | count=1
ainu_language/dynasty_names | count=1
ainu_language/female_names | count=1
ainu_language/lowborn | count=1
ainu_language/male_names | count=1
ainu_makeup_01 | count=1
ainu_makeup_01/dna_modifiers | count=1
ainu_makeup_01/dna_modifiers/morph | count=1
ainu_makeup_02 | count=1
ainu_makeup_02/dna_modifiers | count=1
ainu_makeup_02/dna_modifiers/morph | count=1
ainu_religion | count=1
ainu_religion/definition_modifier | count=1
ainu_religion/opinions | count=1
air_f | count=1
air_f/allow | count=1
air_f/areas | count=1
air_f/form_effect | count=1
air_f/potential | count=1
ais | count=1
ais_culture | count=1
ait | count=1
aix | count=1
ajan | count=1
ajc | count=1
ajie_culture | count=1
ajie_language | count=1
ajie_language/dynasty_names | count=1
ajie_language/female_names | count=1
ajie_language/lowborn | count=1
ajie_language/male_names | count=1
ajok_religion | count=1
ajok_religion/definition_modifier | count=1
ajok_religion/opinions | count=1
aju | count=1
akainaa_culture | count=1
akan | count=1
akan_religion | count=1
akan_religion/definition_modifier | count=1
akan_religion/opinions | count=1
akei_culture | count=1
akei_language | count=1
akei_language/dynasty_names | count=1
akei_language/female_names | count=1
akei_language/lowborn | count=1
akei_language/male_names | count=1
akg | count=1
aki | count=1
aki_pen_god | count=1
aki_pen_god/country_modifier | count=1
aki_pen_god/potential | count=1
akimiski_province | count=1
akinha_ekugu_religion | count=1
akinha_ekugu_religion/definition_modifier | count=1
akinha_ekugu_religion/opinions | count=1
akinji_cavalry | count=1
akinji_cavalry/potential | count=1
akinji_cavalry/potential/or | count=1
akj | count=1
akm | count=1
akn | count=1
akr | count=1
akson_thai | count=1
akson_thai/potential | count=1
akt | count=1
akt_ainu_trade | count=1
akt_ainu_trade/potential | count=1
akt_ezo_kanrei | count=1
akt_ezo_kanrei/potential | count=1
akt_march_of_akita | count=1
akt_march_of_akita/potential | count=1
aku | count=1
akuj_god | count=1
akuj_god/country_modifier | count=1
akuj_god/potential | count=1
akuj_religion | count=1
akuj_religion/definition_modifier | count=1
akuj_religion/opinions | count=1
akw | count=1
akwe_culture | count=1
aky | count=1
akz | count=1
al_azhar_madrasa | count=1
al_birjandi | count=1
al_birjandi/game_data | count=1
al_caid | count=1
al_kazimiyya_mosque | count=1
al_qaim_bi_amrillah_modifier | count=1
al_qaim_bi_amrillah_modifier/game_data | count=1
ala | count=1
alabama_culture | count=1
alan_culture | count=1
alan_paganism | count=1
alan_paganism/definition_modifier | count=1
alan_paganism/tags | count=1
alanic_language | count=1
alanic_language/dynasty_names | count=1
alanic_language/female_names | count=1
alanic_language/lowborn | count=1
alanic_language/male_names | count=1
alarde | count=1
alarde/allow | count=1
alarde/allow/or | count=1
alarde/country_modifier | count=1
alarde/estate_preferences | count=1
alarde/potential | count=1
alaska_region | count=1
alaska_region/alaxsxaq_area | count=1
alaska_region/alaxsxaq_area/athna_province | count=1
alaska_region/alaxsxaq_area/deg_xitan_province | count=1
alaska_region/alaxsxaq_area/dena_ina_province | count=1
alaska_region/alaxsxaq_area/east_dennaakke_province | count=1
alaska_region/alaxsxaq_area/kugmiut_province | count=1
alaska_region/alaxsxaq_area/nabesna_province | count=1
alaska_region/alaxsxaq_area/northern_tanana_province | count=1
alaska_region/alaxsxaq_area/southern_tanana_province | count=1
alaska_region/alaxsxaq_area/tananacross_province | count=1
alaska_region/alaxsxaq_area/west_dennaakke_province | count=1
alaska_region/athabasca_area | count=1
alaska_region/columbia_interior_area | count=1
alaska_region/columbia_interior_area/dehcho_province | count=1
alaska_region/columbia_interior_area/dunnneza_province | count=1
alaska_region/columbia_interior_area/kaska_province | count=1
alaska_region/columbia_interior_area/lake_dakelh_province | count=1
alaska_region/columbia_interior_area/mountain_dakelh_province | count=1
alaska_region/columbia_interior_area/north_sekani_province | count=1
alaska_region/columbia_interior_area/river_dakelh_province | count=1
alaska_region/columbia_interior_area/south_sekani_province | count=1
alaska_region/columbia_interior_area/tsetsaut_province | count=1
alaska_region/columbia_interior_area/wetsuweten_province | count=1
alaska_region/northwest_coast_area | count=1
alaska_region/northwest_coast_area/central_tlingit_province | count=1
alaska_region/northwest_coast_area/kwakwala_province | count=1
alaska_region/northwest_coast_area/north_tlingit_province | count=1
alaska_region/northwest_coast_area/northern_vancouver_province | count=1
alaska_region/northwest_coast_area/south_tlingit_province | count=1
alaska_region/northwest_coast_area/southern_vancouver_province | count=1
alaska_region/northwest_coast_area/sugpiap_province | count=1
alaska_region/northwest_coast_area/tsimshian_province | count=1
alaska_region/western_arctic_area | count=1
alaska_region/western_arctic_area/attu_province | count=1
alaska_region/western_arctic_area/kaialigamiut_province | count=1
alaska_region/western_arctic_area/kaniagmiut_province | count=1
alaska_region/western_arctic_area/kavagmiut_province | count=1
alaska_region/western_arctic_area/kuskokwagmiut_province | count=1
alaska_region/western_arctic_area/malemiut_province | count=1
alaska_region/western_arctic_area/nushagagmiut_province | count=1
alaska_region/western_arctic_area/ogulmiut_province | count=1
alaska_region/western_arctic_area/unalaska_province | count=1
alaska_region/western_arctic_area/unaligmiut_province | count=1
alaska_region/western_arctic_area/yupighyt_province | count=1
alaska_region/yukon_area | count=1
alaska_region/yukon_area/coppermine_province | count=1
alaska_region/yukon_area/gwichin_province | count=1
alaska_region/yukon_area/han_hwechin_province | count=1
alaska_region/yukon_area/lower_mackenzie_province | count=1
alaska_region/yukon_area/mackenzie_sahtu_province | count=1
alaska_region/yukon_area/north_sahtu_province | count=1
alaska_region/yukon_area/north_tutchone_province | count=1
alaska_region/yukon_area/pelly_river_province | count=1
alaska_region/yukon_area/south_sahtu_province | count=1
alaska_region/yukon_area/south_tutchone_province | count=1
alaska_region/yukon_area/tlicho_province | count=1
alaska_sea_zones_area | count=1
alaska_sea_zones_area/alutiiq_sea_zones_province | count=1
alaska_sea_zones_area/bering_sea_zones_province | count=1
alaska_sea_zones_area/denaina_coast_sea_zones_province | count=1
alaska_sea_zones_area/haida_sea_zones_province | count=1
alaska_sea_zones_area/kaialigamiut_coast_sea_zones_province | count=1
alaska_sea_zones_area/kavagmiut_coast_sea_zones_province | count=1
alaska_sea_zones_area/kugmiut_coast_sea_zones_province | count=1
alaska_sea_zones_area/tlingit_sea_zones_province | count=1
alaska_sea_zones_area/unalaska_coast_sea_zones_province | count=1
alawi_school | count=1
alawite_culture | count=1
alb | count=2
alb/flag_definition | count=2
alb/flag_definition/trigger | count=1
alb/flag_definition/trigger/or | count=1
alb_f | count=1
alb_f/allow | count=1
alb_f/form_effect | count=1
alb_f/potential | count=1
alb_f/provinces | count=1
albania_area | count=1
albanian | count=1
albanian_language | count=1
albanian_language/dynasty_names | count=1
albanian_language/female_names | count=1
albanian_language/lowborn | count=1
albanian_language/male_names | count=1
alberghi_28 | count=1
alberghi_28/country_modifier | count=1
alberghi_28/potential | count=1
alberghi_28_advance | count=1
alboran_sea_area | count=1
alc | count=1
alchemy_advance | count=1
alcoholism | count=1
alcoholism/trigger | count=1
aldan_culture | count=1
ale | count=2
ale/flag_definition | count=3
ale/flag_definition/trigger | count=2
ale/flag_definition/trigger/or | count=2
alene_culture | count=1
alevi_modifier | count=1
alevi_modifier/game_data | count=1
alevism_school | count=1
alexandria_episcopal_see | count=1
alexandria_holy_city_gnostic | count=1
alfonso_xi_castile | count=2
alfonso_xi_castile/dna_modifiers | count=1
alfonso_xi_castile/dna_modifiers/accessory | count=2
alfonso_xi_castile/weight | count=1
alfonso_xi_castile/weight/modifier | count=1
alfonso_xi_castile_crown | count=1
alfonso_xi_castile_crown/dna_modifiers | count=1
alfonso_xi_castile_crown/dna_modifiers/accessory | count=4
alfonso_xi_castile_crown/weight | count=1
alfonso_xi_castile_crown/weight/modifier | count=1
alfonso_xi_castile_war | count=1
alfonso_xi_castile_war/dna_modifiers | count=1
alfonso_xi_castile_war/dna_modifiers/accessory | count=5
alg | count=1
algerian | count=1
algic_group | count=1
algic_language | count=1
algic_language/dynasty_names | count=1
algic_language/female_names | count=1
algic_language/lowborn | count=1
algic_language/male_names | count=1
algiers_area | count=1
alhambra | count=1
alhambra/capital_country_modifier | count=1
alhambra/capital_modifier | count=1
alhambra/country_potential | count=1
alhambra/country_potential/or | count=1
alhambra/location_potential | count=1
alhambra/possible_production_methods | count=1
ali | count=1
align_societal_values_member | count=1
align_societal_values_member/allow | count=1
align_societal_values_member/apply_societal_value_push_modifiers | count=1
align_societal_values_member/effect | count=1
align_societal_values_member/effect/add_gold | count=1
align_societal_values_member/if | count=1
align_societal_values_member/potential | count=1
align_societal_values_member/select_trigger | count=2
align_societal_values_member/select_trigger/column | count=2
align_societal_values_member/select_trigger/visible | count=2
align_societal_values_member_price | count=1
align_societal_values_to | count=1
align_with_moderates_help_hw_action | count=1
align_with_moderates_help_hw_action/potential | count=1
align_with_radicals_help_hw_action | count=1
align_with_radicals_help_hw_action/potential | count=1
all | count=1
all_in_favor | count=1
all_in_favor/happened | count=1
all_in_favor/possible | count=1
all_loans_repaid | count=1
all_loans_repaid_to_country | count=1
alleviate_concerns | count=1
alleviate_concerns/allow | count=1
alleviate_concerns/country_modifier | count=1
alleviate_concerns/is_finished | count=1
alleviate_concerns_advance | count=1
alliance | count=2
alliance/category | count=1
alliance/favors_to_first | count=1
alliance/favors_to_second | count=1
alliance/offer_enabled | count=1
alliance_can_exist | count=1
alliance_upkeep_cost | count=1
alliance_upkeep_cost/add | count=2
alliance_upkeep_cost/add/divide | count=1
alliance_upkeep_cost/divide | count=1
allotment_system_policy | count=1
allotment_system_policy/allow | count=1
allotment_system_policy/allow/or | count=1
allotment_system_policy/country_modifier | count=1
allotment_system_policy/estate_preferences | count=1
allotment_system_policy/potential | count=1
allotment_system_policy/potential/or | count=1
allow | count=564
allow/and | count=1
allow/any_artist | count=1
allow/any_cabinet_action | count=1
allow/any_character | count=2
allow/any_close_relative | count=1
allow/any_close_relative/or | count=1
allow/any_close_relative/or/and | count=1
allow/any_core_location | count=1
allow/any_country_in_religion | count=1
allow/any_current_war | count=2
allow/any_current_war/custom_tooltip | count=1
allow/any_current_war/custom_tooltip/or | count=1
allow/any_current_war/or | count=1
allow/any_international_organization_owned_location | count=1
allow/any_international_organizations_member_of | count=4
allow/any_international_organizations_member_of/or | count=1
allow/any_invited_religious_figure | count=1
allow/any_location_in_province | count=1
allow/any_location_in_province/or | count=1
allow/any_market_present_in_country/any_in_global_list/or | count=2
allow/any_neighbor_country | count=2
allow/any_ownable_location_in_region | count=2
allow/any_owned_foreign_building_location | count=1
allow/any_owned_location | count=3
allow/any_owned_location/or | count=2
allow/any_owned_nomad_pop | count=1
allow/any_owned_nomad_pop/location | count=1
allow/any_owned_non_rural_location | count=1
allow/any_owned_non_rural_location/disease_presence | count=1
allow/any_owned_rural_location/not/any_neighbor_location | count=2
allow/any_province | count=4
allow/any_province/any_location_in_province/or | count=1
allow/any_province/area/or | count=1
allow/any_province/culture_percentage | count=1
allow/any_rebel | count=1
allow/any_rival | count=1
allow/any_subject | count=4
allow/any_subject/or | count=1
allow/capital | count=4
allow/capital/market/or | count=3
allow/custom_tooltip | count=32
allow/custom_tooltip/nand | count=1
allow/custom_tooltip/not | count=4
allow/custom_tooltip/not/any_international_organization | count=1
allow/custom_tooltip/not/any_location_in_region | count=2
allow/custom_tooltip/not/any_subject | count=1
allow/custom_tooltip/or | count=4
allow/custom_tooltip/or/and | count=2
allow/custom_tooltip/owner | count=1
allow/custom_tooltip/owner/trigger_if | count=1
allow/custom_tooltip/trigger_else | count=1
allow/custom_tooltip/trigger_if | count=1
allow/custom_tooltip/trigger_if/limit | count=1
allow/has_gold_org_country_trigger | count=4
allow/has_unlocked_estate_privilege_trigger | count=3
allow/is_member_of_international_organization_of_type | count=1
allow/location/market/or | count=1
allow/nor | count=3
allow/nor/and | count=1
allow/nor/and/or | count=1
allow/not | count=22
allow/not/any_cabinet_character | count=1
allow/not/any_character | count=1
allow/not/any_current_war | count=2
allow/not/any_current_war/or | count=2
allow/not/any_international_organization_member | count=1
allow/not/any_international_organizations_member_of | count=1
allow/not/any_union_partner | count=1
allow/not/country_has_recently_joined_situation_faction | count=4
allow/not/country_has_recently_left_situation_faction | count=4
allow/not/is_member_of_international_organization_of_type | count=1
allow/num_countries_with_special_status | count=1
allow/opinion | count=2
allow/or | count=38
allow/or/and | count=6
allow/or/and/or | count=1
allow/or/and/ruler | count=1
allow/or/and/special_status_can_be_bestowed | count=2
allow/or/and/trigger_if | count=1
allow/or/any_international_organizations_member_of | count=1
allow/or/any_international_organizations_member_of/filter | count=1
allow/or/leader_country/or | count=1
allow/or/not | count=3
allow/or/not/is_member_of_international_organization_of_type | count=1
allow/or/trigger_if | count=1
allow/owner | count=4
allow/owner/giving_scripted_relation | count=1
allow/relative_strength | count=1
allow/ruler | count=3
allow/succession_law | count=1
allow/trigger_else | count=3
allow/trigger_if | count=21
allow/trigger_if/custom_tooltip | count=1
allow/trigger_if/custom_tooltip/or | count=1
allow/trigger_if/limit | count=13
allow/union | count=1
allow/union/country_has_special_status | count=1
allow/unit_location | count=3
allow/unit_location/any_pop | count=1
allow/value | count=4
allow_assembly_parliament | count=2
allow_assembly_parliament/game_data | count=1
allow_autocratic_parliament | count=2
allow_autocratic_parliament/game_data | count=1
allow_cabinet_assimilate_area | count=2
allow_cabinet_assimilate_area/game_data | count=1
allow_cabinet_diplomatic_corps | count=2
allow_cabinet_diplomatic_corps/game_data | count=1
allow_cabinet_naval_focus | count=2
allow_cabinet_naval_focus/game_data | count=1
allow_cabinet_reduced_paperwork | count=2
allow_cabinet_reduced_paperwork/game_data | count=1
allow_cabinet_soldiers_as_workforce | count=2
allow_cabinet_soldiers_as_workforce/game_data | count=1
allow_christological_debates_tenet | count=1
allow_christological_debates_tenet/country_modifier | count=2
allow_christological_debates_tenet/country_modifier/potential_trigger | count=2
allow_christological_debates_tenet/country_modifier/potential_trigger/is_leader_of_international_organization_of_type | count=1
allow_christological_debates_tenet/country_modifier/potential_trigger/not | count=1
allow_conquistadors | count=2
allow_conquistadors/game_data | count=1
allow_constitutional_parliament | count=2
allow_constitutional_parliament/game_data | count=1
allow_council_parliament | count=2
allow_council_parliament/game_data | count=1
allow_creation | count=26
allow_creation/and | count=1
allow_creation/any_international_organizations_member_of | count=1
allow_creation/any_international_organizations_member_of/not | count=1
allow_creation/any_owned_location | count=1
allow_creation/capital | count=1
allow_creation/capital/or | count=1
allow_creation/custom_tooltip | count=1
allow_creation/custom_tooltip/nand | count=1
allow_creation/not | count=2
allow_creation/or | count=3
allow_creation/or/and | count=1
allow_creation/or/and/or | count=2
allow_declaration | count=5
allow_declaration/any_international_organizations_member_of | count=3
allow_declaration/any_international_organizations_member_of/any_location_in_region | count=1
allow_declaration/any_international_organizations_member_of/not | count=2
allow_declaration/or | count=1
allow_declaring_wars | count=4
allow_declaring_wars/or | count=1
allow_diplomacy_force_change_court_language | count=2
allow_diplomacy_force_change_court_language/game_data | count=1
allow_diplomacy_force_divert_trade | count=2
allow_diplomacy_force_divert_trade/game_data | count=1
allow_diplomacy_force_embargo | count=2
allow_diplomacy_force_embargo/game_data | count=1
allow_diplomacy_influence_nation | count=2
allow_diplomacy_influence_nation/game_data | count=1
allow_diplomacy_violate_sovereignty | count=2
allow_diplomacy_violate_sovereignty/game_data | count=1
allow_double_sabbath_tenet | count=1
allow_double_sabbath_tenet/country_modifier | count=2
allow_double_sabbath_tenet/country_modifier/potential_trigger | count=2
allow_double_sabbath_tenet/country_modifier/potential_trigger/is_leader_of_international_organization_of_type | count=1
allow_double_sabbath_tenet/country_modifier/potential_trigger/not | count=1
allow_estate_parliament | count=2
allow_estate_parliament/game_data | count=1
allow_extensive_conscription_cabinet_action | count=2
allow_extensive_conscription_cabinet_action/game_data | count=1
allow_female_cabinet | count=2
allow_female_cabinet/game_data | count=1
allow_female_leader | count=2
allow_female_leader/game_data | count=1
allow_foreign_exchanges_policy | count=1
allow_foreign_exchanges_policy/on_activate | count=1
allow_foreign_exchanges_policy/on_activate/leader_country | count=1
allow_foreign_exchanges_policy/on_activate/leader_country/if | count=1
allow_foreign_exchanges_policy/on_activate/leader_country/set_variable | count=1
allow_foreign_exchanges_policy/wants_this_policy_bias | count=1
allow_foreign_exchanges_policy/wants_this_policy_bias/add | count=1
allow_harmony | count=2
allow_harmony/game_data | count=1
allow_hunting | count=1
allow_hunting/country_modifier | count=1
allow_landfriede | count=2
allow_landfriede/game_data | count=1
allow_local_ordinances | count=1
allow_local_ordinances/game_data | count=1
allow_male_cabinet | count=2
allow_male_cabinet/game_data | count=1
allow_male_leader | count=2
allow_male_leader/game_data | count=1
allow_member_call_parliament | count=2
allow_member_call_parliament/game_data | count=1
allow_mysticism_vs_jurisprudence | count=2
allow_mysticism_vs_jurisprudence/game_data | count=1
allow_native_subjugation_cb | count=2
allow_native_subjugation_cb/game_data | count=1
allow_open_sea_exploration | count=2
allow_open_sea_exploration/game_data | count=1
allow_overrule_imperial_diet | count=2
allow_overrule_imperial_diet/game_data | count=1
allow_paik_levies | count=2
allow_paik_levies/game_data | count=1
allow_privateers_slave_raid | count=2
allow_privateers_slave_raid/game_data | count=1
allow_rgo_slave_demand | count=2
allow_rgo_slave_demand/game_data | count=1
allow_righteousness | count=2
allow_righteousness/game_data | count=1
allow_safe_refuge | count=2
allow_safe_refuge/potential | count=1
allow_safe_refuge_cost_modifier | count=2
allow_safe_refuge_cost_modifier/game_data | count=1
allow_self_control | count=2
allow_self_control/game_data | count=1
allow_self_vote | count=2
allow_self_vote/game_data | count=1
allow_slave_conversion | count=2
allow_slave_conversion/game_data | count=1
allow_slave_religion | count=1
allow_slave_religion/country_modifier | count=1
allow_slave_religion/estate_preferences | count=1
allow_smartism_gods | count=2
allow_smartism_gods/game_data | count=1
allow_subjects | count=2
allow_subjects/game_data | count=1
allow_thema_headquarters | count=2
allow_thema_headquarters/game_data | count=1
allow_trade | count=1
allow_trade/add_gold | count=1
allow_trade/add_gold/multiply | count=1
allow_trade/add_gold/multiply/add | count=1
allow_trade/on_pay_price | count=1
allow_trade_center_sponsorship | count=1
allow_trade_center_sponsorship/country_modifier | count=1
allow_tributary_subject | count=2
allow_tributary_subject/game_data | count=1
allow_tribute_in_silver | count=2
allow_tribute_in_silver/game_data | count=1
allowed_alliance | count=2
allowed_alliance/game_data | count=1
allowed_critical_novel | count=1
allowed_critical_novel/game_data | count=1
allowed_enforce_peace | count=2
allowed_enforce_peace/game_data | count=1
allowed_guarantee | count=2
allowed_guarantee/game_data | count=1
allowed_intervene_in_war | count=2
allowed_intervene_in_war/game_data | count=1
allowed_provincial_barter_markets | count=1
allowed_provincial_barter_markets/game_data | count=1
allowed_shogun_title | count=1
allowed_shogun_title/game_data | count=1
allowed_support_rebels | count=2
allowed_support_rebels/game_data | count=1
allowed_threaten_war | count=2
allowed_threaten_war/game_data | count=1
allowed_to_become_shogun | count=2
allowed_to_become_shogun/game_data | count=1
allows_female_rulers | count=1
allows_hanseatic_federation_buildings | count=2
allows_hanseatic_federation_buildings/game_data | count=1
allows_male_rulers | count=1
allows_state_piracy_modifier | count=1
allytakeover | count=1
allytakeoverwe | count=1
almaden_base | count=1
almaden_base/game_data | count=1
alms_giver | count=1
alms_giver/modifier | count=1
aln | count=1
alo | count=1
alor_culture | count=1
alpha_and_omega | count=1
alpha_curve | count=37
alpine_defensiveness | count=1
alpine_defensiveness/potential | count=1
als | count=1
alsace_area | count=1
alsea_culture | count=1
alsno_stadga | count=1
alsno_stadga/allow | count=1
alsno_stadga/country_modifier | count=1
alsno_stadga/potential | count=1
alt | count=1
altai_coa_gfx | count=1
altepetl | count=1
altepetl/potential | count=1
alu | count=1
aluk_religion | count=1
aluk_religion/definition_modifier | count=1
aluk_religion/opinions | count=1
alum | count=1
always_allow_army_levies | count=2
always_allow_army_levies/game_data | count=1
always_allow_levies | count=2
always_allow_levies/game_data | count=1
always_allow_navy_levies | count=2
always_allow_navy_levies/game_data | count=1
alwet_god | count=1
alwet_god/country_modifier | count=1
alwet_god/potential | count=1
aly | count=1
alyutor_culture | count=1
ama | count=1
amadioha_god | count=1
amadioha_god/country_modifier | count=1
amadioha_god/potential | count=1
amaimon_culture | count=1
amamangalam_maha_vishnu_temple | count=1
amarak_culture | count=1
amateur | count=1
amateur/modifier | count=1
amazigh_familial_connections | count=1
amazigh_familial_connections/potential | count=1
amazigh_gfx | count=1
amazigh_gfx/ethnicities | count=1
amazigh_group | count=1
amazigh_group/character_modifier | count=1
amazigh_group/country_modifier | count=1
amazigh_group/location_modifier | count=1
amazigh_slave_raids | count=1
amazigh_slave_raids/potential | count=1
amazonian_gfx | count=1
amazonian_gfx/ethnicities | count=1
amb | count=1
ambae_culture | count=1
ambae_language | count=1
ambae_language/dynasty_names | count=1
ambae_language/female_names | count=1
ambae_language/lowborn | count=1
ambae_language/male_names | count=1
amber | count=2
amber/demand_add | count=1
amber/if | count=1
amber/if/limit | count=1
amber/multiply | count=1
amber/wealth_impact_threshold | count=1
amber_coast_base | count=1
amber_coast_base/game_data | count=1
ambient_manager | count=1
ambitious_print_pressing | count=1
ambras_castle | count=1
ambrosian_republic_disaster | count=1
ambrosian_republic_disaster.1 | count=1
ambrosian_republic_disaster.1/desc | count=1
ambrosian_republic_disaster.1/desc/first_valid | count=1
ambrosian_republic_disaster.1/desc/first_valid/triggered_desc | count=1
ambrosian_republic_disaster.1/desc/triggered_desc | count=2
ambrosian_republic_disaster.1/desc/triggered_desc/trigger | count=1
ambrosian_republic_disaster.10 | count=1
ambrosian_republic_disaster.10/desc | count=1
ambrosian_republic_disaster.10/desc/first_valid | count=1
ambrosian_republic_disaster.10/desc/first_valid/triggered_desc | count=2
ambrosian_republic_disaster.2 | count=1
ambrosian_republic_disaster.2/trigger | count=1
ambrosian_republic_disaster.20 | count=1
ambrosian_republic_disaster.20/illustration_tags | count=1
ambrosian_republic_disaster.20/immediate | count=1
ambrosian_republic_disaster.20/trigger | count=1
ambrosian_republic_disaster.3 | count=1
ambrosian_republic_disaster.3/option | count=1
ambrosian_republic_disaster.31 | count=1
ambrosian_republic_disaster.31/title | count=1
ambrosian_republic_disaster.31/title/first_valid | count=1
ambrosian_republic_disaster.31/title/first_valid/triggered_desc | count=1
